Satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
0,Male,Loyal Customer,11,Personal Travel,Eco,2179,2,5,2,1,2,2,2,2,4,5,4,5,5,2,0,4
0,Male,Loyal Customer,10,Personal Travel,Eco,1492,2,5,2,1,4,2,4,4,4,5,5,5,5,4,0,0
0,Male,Loyal Customer,13,Personal Travel,Eco,1439,2,5,2,1,3,2,3,3,3,5,5,4,5,3,0,1
0,Male,Loyal Customer,38,Personal Travel,Eco,1815,2,5,2,1,1,2,1,1,3,5,4,4,5,1,2,8
0,Male,Loyal Customer,11,Personal Travel,Eco,1546,2,5,2,1,5,2,5,5,4,3,4,5,5,5,0,0
0,Male,Loyal Customer,11,Personal Travel,Eco,1601,2,5,2,1,2,2,2,2,1,1,3,4,3,2,7,7
0,Male,Loyal Customer,48,Personal Travel,Eco,1365,2,5,2,1,3,2,3,3,3,2,3,2,4,3,0,0
0,Male,Loyal Customer,48,Personal Travel,Eco,1361,2,5,2,1,3,2,3,3,4,2,5,5,5,3,34,34
0,Male,Loyal Customer,49,Personal Travel,Eco Plus,1581,2,5,2,1,4,2,4,4,4,1,2,2,5,4,0,0
0,Male,Loyal Customer,62,Personal Travel,Eco,1651,2,5,2,1,1,2,1,1,5,4,5,5,4,1,0,0
0,Male,Loyal Customer,16,Personal Travel,Eco,1267,2,5,2,1,5,2,5,5,3,5,4,3,5,5,1,12
0,Male,Loyal Customer,33,Personal Travel,Eco,2076,2,5,2,1,3,2,3,3,4,5,4,5,5,3,11,4
0,Male,Loyal Customer,15,Personal Travel,Eco Plus,2019,2,5,2,1,1,2,1,1,4,3,5,5,4,1,12,6
0,Male,Loyal Customer,13,Personal Travel,Eco,1724,2,5,2,1,2,2,1,2,3,4,5,4,5,2,116,100
0,Male,Loyal Customer,48,Personal Travel,Eco,1986,2,5,2,1,2,2,2,2,3,3,5,5,5,2,27,12
0,Male,Loyal Customer,57,Personal Travel,Eco,1464,2,5,2,1,5,2,4,5,3,5,4,5,4,5,74,66
0,Male,Loyal Customer,38,Personal Travel,Eco Plus,1421,2,5,2,1,4,2,3,4,4,3,4,4,5,4,11,21
0,Male,Loyal Customer,23,Personal Travel,Eco,1564,2,5,2,1,3,2,3,3,2,2,2,5,5,3,0,0
0,Male,Loyal Customer,59,Personal Travel,Eco,1967,2,5,2,1,1,2,1,1,5,3,5,3,4,1,0,0
0,Male,Loyal Customer,70,Personal Travel,Business,389,2,5,2,1,1,1,5,3,3,2,3,1,3,5,0,0
0,Male,Loyal Customer,23,Personal Travel,Eco,1173,2,5,2,1,2,2,2,2,4,2,5,3,5,2,0,40
0,Male,Loyal Customer,52,Personal Travel,Eco,1703,2,5,2,1,4,2,4,4,4,4,5,5,4,4,0,0
0,Male,Loyal Customer,26,Personal Travel,Eco Plus,2054,2,5,2,1,5,2,5,5,4,2,5,5,4,5,0,0
0,Male,Loyal Customer,54,Personal Travel,Eco Plus,1221,2,5,2,1,3,2,3,3,3,3,5,3,5,3,54,50
0,Male,Loyal Customer,32,Personal Travel,Eco Plus,1808,2,5,2,1,5,2,5,5,5,5,5,3,4,5,0,0
0,Male,Loyal Customer,70,Personal Travel,Eco,1743,2,5,2,1,4,2,4,4,3,3,4,3,4,4,0,0
0,Male,Loyal Customer,62,Personal Travel,Eco,1587,2,5,2,1,2,2,2,2,4,2,5,3,4,2,50,106
0,Male,Loyal Customer,50,Personal Travel,Eco,1780,2,5,2,1,1,2,1,1,4,4,4,3,5,1,0,0
0,Male,Loyal Customer,35,Personal Travel,Eco,1613,2,5,2,1,1,2,1,1,5,4,4,3,5,1,0,3
0,Male,Loyal Customer,52,Personal Travel,Eco,1707,2,5,2,1,5,2,4,5,3,4,4,4,4,5,0,0
0,Male,Loyal Customer,9,Personal Travel,Eco,2180,2,5,2,1,3,2,3,3,4,2,4,4,1,3,0,0
0,Male,Loyal Customer,42,Personal Travel,Eco Plus,1685,2,5,2,1,3,2,3,3,3,4,5,4,4,3,6,14
0,Male,Loyal Customer,25,Personal Travel,Eco,1269,2,5,2,1,5,2,3,5,5,4,4,5,4,5,0,4
0,Male,Loyal Customer,30,Personal Travel,Eco,1396,2,5,2,1,5,2,5,5,5,4,5,3,4,5,15,4
0,Male,Loyal Customer,41,Personal Travel,Eco,1594,2,5,2,1,2,2,5,2,5,5,4,4,4,2,4,0
0,Male,Loyal Customer,16,Personal Travel,Business,1408,2,5,2,1,2,2,2,2,3,5,5,5,5,2,21,26
0,Male,Loyal Customer,43,Personal Travel,Eco,1953,2,5,2,1,4,2,4,4,3,2,4,3,4,4,0,0
0,Male,Loyal Customer,21,Personal Travel,Eco,1295,2,5,2,1,1,2,1,1,4,4,5,4,4,1,0,0
0,Male,Loyal Customer,28,Personal Travel,Eco,1507,2,5,2,1,2,2,2,2,3,2,5,5,5,2,14,8
0,Male,Loyal Customer,41,Personal Travel,Eco,1728,2,5,2,1,4,2,4,4,4,4,2,4,3,4,0,0
0,Male,Loyal Customer,57,Personal Travel,Business,341,2,5,2,1,4,4,5,5,5,2,5,3,5,4,5,0
0,Male,Loyal Customer,39,Personal Travel,Eco Plus,1118,2,5,2,1,1,2,1,1,5,5,4,5,5,1,0,0
0,Female,Loyal Customer,20,Personal Travel,Eco,2027,2,5,2,1,2,1,1,5,4,4,5,1,4,1,228,226
0,Male,Loyal Customer,67,Personal Travel,Eco,1542,2,5,2,1,4,2,4,4,5,3,4,3,4,4,30,48
0,Male,Loyal Customer,59,Personal Travel,Eco Plus,1478,2,5,2,1,2,2,2,2,4,2,4,4,5,2,0,0
0,Male,Loyal Customer,66,Personal Travel,Eco,1714,2,5,2,1,5,2,5,5,3,5,4,4,4,5,0,0
0,Male,Loyal Customer,19,Personal Travel,Eco Plus,2213,2,5,2,1,3,2,3,3,4,5,4,5,4,3,3,0
0,Male,Loyal Customer,48,Personal Travel,Eco,1675,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0
0,Male,Loyal Customer,21,Personal Travel,Eco,1512,2,5,2,1,4,2,4,4,5,5,5,3,4,4,1,0
0,Male,Loyal Customer,58,Personal Travel,Eco,1758,2,5,2,1,2,2,2,2,3,5,4,3,5,2,0,11
0,Male,Loyal Customer,15,Personal Travel,Eco Plus,1625,2,5,2,1,3,2,3,3,3,4,4,3,5,3,42,25
0,Male,Loyal Customer,42,Personal Travel,Eco,1121,2,5,2,1,3,2,3,3,5,4,5,2,5,3,0,0
0,Male,Loyal Customer,17,Personal Travel,Eco Plus,2011,2,5,2,1,5,2,5,5,3,4,5,5,4,5,0,0
0,Male,Loyal Customer,8,Personal Travel,Eco,1470,2,5,2,1,5,2,5,5,5,5,2,5,3,5,15,25
0,Male,Loyal Customer,33,Personal Travel,Eco,1862,2,5,2,1,1,2,1,1,3,5,4,3,4,1,13,9
0,Male,Loyal Customer,48,Personal Travel,Eco,1515,2,5,2,1,4,2,4,4,5,2,5,3,5,4,25,33
0,Male,Loyal Customer,61,Personal Travel,Eco,1820,2,5,2,1,4,2,4,4,4,5,2,4,1,4,3,0
0,Male,Loyal Customer,65,Personal Travel,Eco,1744,2,5,2,1,1,2,1,1,5,4,4,3,5,1,0,0
0,Male,Loyal Customer,14,Personal Travel,Eco,1296,2,5,2,1,2,2,2,2,4,5,4,4,5,2,34,20
0,Male,Loyal Customer,57,Personal Travel,Eco,1996,2,5,2,1,3,2,3,3,5,4,4,5,5,3,0,0
0,Male,Loyal Customer,55,Personal Travel,Eco,1529,2,5,2,1,5,2,5,5,5,4,4,3,5,5,1,0
0,Female,Loyal Customer,51,Personal Travel,Eco,1889,2,5,2,1,2,2,2,4,4,5,4,2,3,2,132,129
0,Male,Loyal Customer,19,Personal Travel,Business,1908,2,5,2,1,2,2,2,2,3,3,5,4,4,2,0,0
0,Male,Loyal Customer,21,Personal Travel,Business,2062,2,5,2,1,1,2,1,1,3,3,5,3,5,1,0,0
0,Male,Loyal Customer,36,Personal Travel,Eco Plus,1953,2,5,2,1,4,2,4,4,2,2,4,5,4,4,0,0
0,Male,Loyal Customer,8,Personal Travel,Eco,1639,2,5,2,1,3,2,3,3,5,3,4,4,3,3,0,12
0,Male,Loyal Customer,39,Personal Travel,Eco,1107,2,5,2,1,4,2,4,4,5,2,4,3,5,4,25,18
0,Male,Loyal Customer,58,Personal Travel,Eco,1747,2,5,2,1,1,2,3,1,4,3,4,4,4,1,26,23
0,Male,Loyal Customer,55,Personal Travel,Eco,1189,2,5,2,1,5,2,4,5,3,2,4,4,5,5,95,91
0,Male,Loyal Customer,25,Personal Travel,Eco,1602,2,5,2,1,4,2,4,4,3,4,4,5,5,4,2,5
0,Male,Loyal Customer,30,Personal Travel,Eco,1321,2,5,2,1,5,2,5,5,2,5,2,2,4,5,46,43
0,Male,Loyal Customer,17,Personal Travel,Eco,1449,2,5,2,1,2,2,2,2,3,2,5,4,5,2,0,0
0,Male,Loyal Customer,17,Personal Travel,Eco,1060,2,5,2,1,1,2,1,1,4,3,5,3,4,1,17,11
0,Male,Loyal Customer,45,Personal Travel,Eco,1262,2,5,2,1,3,2,3,3,1,1,4,5,4,3,0,0
0,Male,Loyal Customer,19,Personal Travel,Eco,1447,2,5,2,1,1,2,1,1,3,3,4,5,5,1,0,0
0,Male,Loyal Customer,17,Personal Travel,Eco,1237,2,5,2,1,3,2,3,3,5,3,4,4,4,3,0,6
0,Male,Loyal Customer,18,Personal Travel,Eco,995,2,5,2,1,4,2,4,4,5,5,5,3,4,4,2,6
0,Male,Loyal Customer,11,Personal Travel,Eco,1640,2,5,2,1,2,2,2,2,3,5,4,3,4,2,0,0
0,Male,Loyal Customer,10,Personal Travel,Eco,1576,2,5,2,1,5,2,5,5,5,1,1,4,5,5,6,9
0,Male,Loyal Customer,48,Personal Travel,Eco,1716,2,5,2,1,4,2,4,4,1,4,3,1,3,4,0,1
0,Male,Loyal Customer,49,Personal Travel,Eco Plus,1165,2,5,2,1,3,2,3,3,5,2,1,3,1,3,0,0
0,Male,Loyal Customer,25,Personal Travel,Eco Plus,1617,2,5,2,1,4,2,4,4,5,3,4,4,5,4,0,0
0,Male,Loyal Customer,62,Personal Travel,Eco,1404,2,5,2,1,2,2,2,2,5,3,5,2,2,2,0,0
0,Male,Loyal Customer,51,Personal Travel,Eco,1235,2,5,2,1,5,2,5,5,5,4,5,4,5,5,3,18
0,Male,Loyal Customer,41,Personal Travel,Eco,4177,2,5,2,2,2,1,1,1,3,5,4,1,2,1,17,0
0,Male,Loyal Customer,33,Personal Travel,Eco,4068,2,5,2,2,2,2,2,2,2,3,4,2,1,2,0,2
0,Male,Loyal Customer,11,Personal Travel,Eco Plus,4125,2,5,2,2,5,2,5,5,5,2,3,5,5,5,27,
0,Male,Loyal Customer,44,Personal Travel,Eco Plus,4172,2,5,2,2,2,2,2,2,2,5,3,1,3,2,0,0
0,Male,Loyal Customer,11,Personal Travel,Eco,3723,2,5,2,2,2,4,4,1,3,5,1,4,1,4,0,0
0,Male,Loyal Customer,7,Personal Travel,Eco,3519,2,5,2,2,3,2,3,3,4,2,5,2,5,3,0,0
0,Male,Loyal Customer,14,Personal Travel,Eco,3870,2,5,2,2,2,2,2,2,4,4,4,5,4,2,30,40
0,Male,Loyal Customer,60,Personal Travel,Business,2376,2,5,2,2,4,4,4,1,1,2,1,5,1,5,8,28
0,Male,Loyal Customer,64,Personal Travel,Business,2298,2,5,2,2,2,4,4,5,5,2,5,3,5,3,13,0
0,Male,Loyal Customer,62,Personal Travel,Eco,3771,2,5,2,2,1,2,2,1,3,5,5,3,2,1,4,4
0,Male,Loyal Customer,41,Personal Travel,Eco,3855,2,5,2,2,1,2,5,1,3,5,4,1,4,1,0,13
0,Male,Loyal Customer,7,Personal Travel,Eco,3135,2,5,2,2,5,2,5,5,3,2,2,1,4,5,0,0
0,Male,Loyal Customer,24,Personal Travel,Eco,2853,2,5,2,2,2,2,3,2,3,2,5,3,5,2,0,0
0,Male,Loyal Customer,12,Personal Travel,Eco,3312,2,5,2,2,1,2,1,1,5,3,3,4,5,1,0,0
0,Male,Loyal Customer,40,Personal Travel,Eco,2948,2,5,2,2,1,2,1,1,4,3,5,4,5,1,21,8
0,Male,Loyal Customer,8,Personal Travel,Eco,3500,2,5,2,2,4,2,4,4,5,4,4,5,5,4,27,12
0,Male,Loyal Customer,48,Personal Travel,Eco,2918,2,5,2,2,5,2,5,5,3,3,3,4,4,5,0,0
0,Male,Loyal Customer,40,Personal Travel,Eco,2935,2,5,2,2,5,2,5,5,3,4,4,5,5,5,0,0
0,Male,Loyal Customer,43,Personal Travel,Eco,3242,2,5,2,2,2,2,2,2,3,3,5,3,5,2,0,0
0,Male,Loyal Customer,33,Personal Travel,Eco,3274,2,5,2,2,2,2,2,2,5,2,4,3,4,2,0,0
0,Male,Loyal Customer,40,Personal Travel,Business,1758,2,5,2,2,5,3,5,4,4,2,4,3,4,5,0,0
0,Male,Loyal Customer,7,Personal Travel,Eco Plus,3215,2,5,2,2,4,2,4,4,2,3,5,2,1,4,0,0
0,Male,Loyal Customer,41,Personal Travel,Eco,2636,2,5,2,2,5,2,5,5,4,2,4,3,4,5,19,18
0,Male,Loyal Customer,62,Personal Travel,Eco,3057,2,5,2,2,1,2,1,1,4,5,5,5,4,1,0,0
0,Male,Loyal Customer,63,Personal Travel,Eco,3218,2,5,2,2,2,2,2,2,3,4,4,3,5,2,125,119
0,Male,Loyal Customer,17,Personal Travel,Eco,3154,2,5,2,2,1,2,1,1,5,3,4,3,5,1,37,18
0,Male,Loyal Customer,41,Personal Travel,Eco,2915,2,5,2,2,1,2,1,1,5,4,5,5,4,1,82,67
0,Male,Loyal Customer,56,Personal Travel,Eco Plus,2718,2,5,2,2,5,2,5,5,5,4,4,3,5,5,5,17
0,Male,Loyal Customer,31,Personal Travel,Eco Plus,2948,2,5,2,2,2,2,2,2,3,4,5,3,5,2,0,0
0,Male,Loyal Customer,32,Personal Travel,Eco,2368,2,5,2,2,3,2,3,3,4,2,5,4,5,3,20,5
0,Male,Loyal Customer,10,Personal Travel,Eco,2774,2,5,2,2,1,2,1,1,3,5,3,4,4,1,19,28
0,Male,Loyal Customer,44,Personal Travel,Eco,2730,2,5,2,2,2,2,2,2,5,4,4,4,5,2,0,0
0,Male,Loyal Customer,61,Personal Travel,Eco,2431,2,5,2,2,4,2,4,4,3,3,4,5,4,4,9,7
0,Male,Loyal Customer,28,Personal Travel,Eco,3026,2,5,2,2,3,2,4,3,4,4,3,5,4,3,0,0
0,Male,Loyal Customer,12,Personal Travel,Eco,2146,2,5,2,2,2,2,2,2,5,3,5,5,4,2,0,0
0,Male,Loyal Customer,45,Personal Travel,Eco,2368,2,5,2,2,5,2,5,5,4,4,5,5,4,5,0,0
0,Male,Loyal Customer,46,Personal Travel,Eco,2770,2,5,2,2,4,2,4,4,4,4,4,4,4,4,0,0
0,Male,Loyal Customer,31,Personal Travel,Eco,2777,2,5,2,2,5,2,5,5,5,3,4,5,5,5,0,20
0,Male,Loyal Customer,70,Personal Travel,Eco,2970,2,5,2,2,3,2,5,3,1,1,4,1,5,3,5,0
0,Male,Loyal Customer,41,Personal Travel,Eco,2726,2,5,2,2,5,2,5,5,3,5,4,3,5,5,0,0
0,Male,Loyal Customer,63,Personal Travel,Eco,2965,2,5,2,2,5,2,2,5,5,2,5,5,4,5,6,0
0,Male,Loyal Customer,48,Personal Travel,Eco,2247,2,5,2,2,3,2,3,3,4,2,5,3,5,3,0,0
0,Male,Loyal Customer,26,Personal Travel,Eco,2519,2,5,2,2,1,2,1,1,5,4,5,4,4,1,28,17
0,Male,Loyal Customer,24,Personal Travel,Eco,2980,2,5,2,2,4,2,4,4,5,3,1,3,2,4,4,0
0,Male,Loyal Customer,43,Personal Travel,Eco,2601,2,5,2,2,1,2,1,1,3,3,4,3,4,1,11,2
0,Male,Loyal Customer,24,Personal Travel,Eco,2733,2,5,2,2,2,2,2,2,5,4,4,4,5,2,0,5
0,Male,Loyal Customer,38,Personal Travel,Business,1238,2,5,2,2,3,5,4,4,4,2,4,3,4,5,0,0
0,Male,Loyal Customer,40,Personal Travel,Eco,2612,2,5,2,2,5,2,5,5,3,3,3,4,4,5,23,4
0,Male,Loyal Customer,45,Personal Travel,Eco,2680,2,5,2,2,3,2,3,3,5,4,3,3,4,3,5,65
0,Male,Loyal Customer,42,Personal Travel,Business,1178,2,5,2,2,5,4,5,2,2,2,2,3,2,3,0,0
0,Male,Loyal Customer,14,Personal Travel,Eco,2250,2,5,2,2,4,2,4,4,5,4,5,3,5,4,19,16
0,Male,Loyal Customer,38,Personal Travel,Business,1164,2,5,2,2,4,4,5,3,3,2,3,4,3,5,0,0
0,Male,Loyal Customer,8,Personal Travel,Eco,3017,2,5,2,2,2,1,1,4,4,3,5,1,3,1,1128,1115
0,Male,Loyal Customer,31,Personal Travel,Eco Plus,2319,2,5,2,2,4,2,4,4,3,3,5,5,4,4,0,0
0,Male,Loyal Customer,54,Personal Travel,Eco,2943,2,5,2,2,2,2,2,2,1,3,5,3,2,2,0,0
0,Female,Loyal Customer,37,Personal Travel,Eco,3030,2,5,2,2,2,3,3,3,5,3,4,3,4,3,164,156
0,Male,Loyal Customer,27,Personal Travel,Eco,2574,2,5,2,2,2,2,2,2,4,5,4,5,5,2,1,0
0,Male,Loyal Customer,42,Personal Travel,Eco,2297,2,5,2,2,3,2,3,3,4,4,4,4,4,3,0,0
0,Male,Loyal Customer,40,Personal Travel,Eco,2653,2,5,2,2,2,2,2,3,3,4,4,2,4,2,115,137
0,Male,Loyal Customer,55,Personal Travel,Eco,1775,2,5,2,2,4,2,4,4,3,4,4,5,4,4,13,0
0,Male,Loyal Customer,16,Personal Travel,Eco,2443,2,5,2,2,4,2,4,4,3,1,5,2,4,4,0,0
0,Male,Loyal Customer,50,Personal Travel,Eco,2827,2,5,2,2,2,2,3,2,5,4,5,2,3,2,0,0
0,Male,Loyal Customer,41,Personal Travel,Eco,1805,2,5,2,2,3,2,3,3,3,2,4,3,5,3,0,18
0,Male,Loyal Customer,42,Personal Travel,Eco Plus,2397,2,5,2,2,4,2,4,4,3,3,5,5,5,4,0,0
0,Male,Loyal Customer,51,Personal Travel,Eco,2267,2,5,2,2,3,2,3,3,5,2,4,5,5,3,62,51
0,Male,Loyal Customer,22,Personal Travel,Business,2724,2,5,2,2,4,2,4,4,4,3,4,5,4,4,0,0
0,Male,Loyal Customer,7,Personal Travel,Eco,2347,2,5,2,2,4,2,4,4,5,3,4,3,5,4,51,36
0,Male,Loyal Customer,17,Personal Travel,Eco,1803,2,5,2,2,2,2,2,2,4,3,5,5,4,2,0,0
0,Male,Loyal Customer,34,Personal Travel,Eco,2339,2,5,2,2,2,2,2,2,5,3,4,5,5,2,6,0
0,Male,Loyal Customer,33,Personal Travel,Eco Plus,2326,2,5,2,2,2,2,2,2,5,4,4,5,4,2,0,0
0,Male,Loyal Customer,9,Personal Travel,Eco,1903,2,5,2,2,2,2,3,2,3,2,5,5,5,2,18,13
0,Male,Loyal Customer,12,Personal Travel,Eco,1832,2,5,2,2,5,2,5,5,4,5,4,5,4,5,37,24
0,Male,Loyal Customer,20,Personal Travel,Eco,2526,2,5,2,2,4,2,4,4,5,3,4,3,4,4,0,0
0,Male,Loyal Customer,38,Personal Travel,Eco,1743,2,5,2,2,3,2,3,3,4,4,4,4,5,3,0,8
0,Male,Loyal Customer,53,Personal Travel,Business,1041,2,5,2,2,4,3,2,3,3,2,3,5,3,2,0,12
0,Male,Loyal Customer,10,Personal Travel,Eco Plus,2782,2,5,2,2,4,2,5,4,5,4,2,1,2,4,0,0
0,Male,Loyal Customer,28,Personal Travel,Eco,2149,2,5,2,2,4,2,4,4,3,5,1,5,3,4,8,16
0,Male,Loyal Customer,25,Personal Travel,Eco,2325,2,5,2,2,2,2,2,2,3,3,5,5,5,2,0,0
0,Female,Loyal Customer,23,Personal Travel,Eco,2749,2,5,2,2,2,5,5,3,3,5,5,5,5,5,188,195
0,Male,Loyal Customer,23,Personal Travel,Eco,2555,2,5,2,2,2,2,3,2,4,2,5,5,5,2,0,9
0,Male,Loyal Customer,31,Personal Travel,Eco,2066,2,5,2,2,3,2,3,3,3,3,5,4,5,3,0,0
0,Male,Loyal Customer,35,Personal Travel,Eco,2371,2,5,2,2,3,2,3,3,4,2,4,5,5,3,0,0
0,Male,Loyal Customer,58,Personal Travel,Eco,1711,2,5,2,2,3,2,3,3,5,5,5,3,4,3,46,38
0,Male,Loyal Customer,32,Personal Travel,Eco,2310,2,5,2,2,3,2,3,3,5,2,5,5,4,3,97,94
0,Male,Loyal Customer,44,Personal Travel,Eco,2387,2,5,2,2,4,2,4,4,5,2,5,4,5,4,0,0
0,Male,Loyal Customer,18,Personal Travel,Eco,1694,2,5,2,2,1,2,1,1,5,5,5,3,4,1,1,0
0,Male,Loyal Customer,49,Personal Travel,Eco,2175,2,5,2,2,3,2,3,3,3,4,4,4,5,3,0,0
0,Male,Loyal Customer,49,Personal Travel,Eco Plus,2808,2,5,2,2,4,2,1,4,3,5,3,3,4,4,0,0
0,Male,Loyal Customer,11,Personal Travel,Eco,2318,2,5,2,2,2,2,2,2,4,2,5,4,4,2,11,0
0,Male,Loyal Customer,60,Personal Travel,Eco Plus,2222,2,5,2,2,3,2,3,3,5,2,4,4,5,3,0,0
0,Male,Loyal Customer,20,Personal Travel,Eco,1769,2,5,2,2,4,2,5,4,5,2,5,4,5,4,0,0
0,Male,Loyal Customer,62,Personal Travel,Eco Plus,2058,2,5,2,2,4,2,4,4,4,5,4,4,4,4,13,4
0,Male,Loyal Customer,70,Personal Travel,Eco,2596,2,5,2,2,1,2,1,1,4,3,2,4,2,1,0,0
0,Male,Loyal Customer,67,Personal Travel,Eco,2683,2,5,2,2,2,5,5,3,2,1,4,5,5,5,182,162
0,Male,Loyal Customer,50,Personal Travel,Eco,1830,2,5,2,2,5,2,5,5,3,1,1,3,3,5,2,0
0,Male,Loyal Customer,48,Personal Travel,Eco,1764,2,5,2,2,2,2,5,2,3,4,5,4,4,2,30,36
0,Male,Loyal Customer,41,Personal Travel,Eco,2163,2,5,2,2,2,2,2,2,4,4,4,4,4,2,0,0
0,Male,Loyal Customer,46,Personal Travel,Eco,2034,2,5,2,2,1,2,1,1,2,3,1,2,5,1,25,13
0,Male,Loyal Customer,8,Personal Travel,Eco,2474,2,5,2,2,2,2,2,2,4,2,5,4,4,2,0,10
0,Male,Loyal Customer,67,Personal Travel,Eco,1699,2,5,2,2,2,2,2,2,5,2,4,5,5,2,0,0
0,Male,Loyal Customer,17,Personal Travel,Eco,1911,2,5,2,2,4,2,1,4,5,5,4,3,5,4,0,0
0,Male,Loyal Customer,45,Personal Travel,Eco,2175,2,5,2,2,2,2,2,2,3,2,4,5,5,2,92,84
0,Male,Loyal Customer,69,Personal Travel,Eco,2061,2,5,2,2,1,2,1,1,4,2,5,4,5,1,0,1
0,Male,Loyal Customer,16,Personal Travel,Eco,1658,2,5,2,2,4,2,4,4,2,3,2,4,1,4,0,0
0,Male,Loyal Customer,14,Personal Travel,Eco,2600,2,5,2,2,1,2,1,1,5,2,1,1,1,1,12,0
0,Male,Loyal Customer,27,Personal Travel,Eco Plus,2239,2,5,2,2,4,2,4,4,3,2,5,5,4,4,0,0
0,Male,Loyal Customer,19,Personal Travel,Eco,2390,2,5,2,2,1,2,1,1,5,2,4,3,4,1,19,4
0,Male,Loyal Customer,49,Personal Travel,Eco,2363,2,5,2,2,4,2,4,4,5,4,4,5,4,4,0,0
0,Male,Loyal Customer,44,Personal Travel,Eco,2385,2,5,2,2,4,2,4,4,3,4,5,5,5,4,3,0
0,Male,Loyal Customer,14,Personal Travel,Eco,1658,2,5,2,2,4,2,4,4,3,1,3,4,2,4,5,16
0,Male,Loyal Customer,51,Personal Travel,Eco,1529,2,5,2,2,2,2,2,2,5,4,4,3,4,2,2,0
0,Male,Loyal Customer,57,Personal Travel,Eco,1885,2,5,2,2,5,2,5,5,5,3,5,3,4,5,0,0
0,Male,Loyal Customer,52,Personal Travel,Eco,2414,2,5,2,2,5,2,5,5,3,3,4,4,5,5,89,97
0,Male,Loyal Customer,70,Personal Travel,Eco,1995,2,5,2,2,4,2,4,4,3,4,4,5,4,4,0,1
0,Male,Loyal Customer,42,Personal Travel,Eco,1890,2,5,2,2,2,2,2,2,1,2,5,2,2,2,0,11
0,Male,Loyal Customer,23,Personal Travel,Eco,2359,2,5,2,2,4,2,4,4,1,1,1,4,1,4,42,38
0,Male,Loyal Customer,17,Personal Travel,Eco,2356,2,5,2,2,4,2,4,4,2,5,3,1,4,4,0,5
0,Male,Loyal Customer,66,Personal Travel,Eco,1846,2,5,2,2,5,2,5,5,3,5,4,5,4,5,0,0
0,Male,Loyal Customer,44,Personal Travel,Eco,1734,2,5,2,2,3,2,3,3,4,2,3,3,4,3,0,0
0,Male,Loyal Customer,10,Personal Travel,Eco,2337,2,5,2,2,4,2,3,4,3,2,4,5,4,4,0,0
0,Male,Loyal Customer,49,Personal Travel,Eco,2301,2,5,2,2,4,2,4,4,5,5,1,3,2,4,18,5
0,Male,Loyal Customer,63,Personal Travel,Eco,2393,2,5,2,2,3,2,3,3,3,3,5,4,1,3,54,51
0,Male,Loyal Customer,9,Personal Travel,Eco,2649,2,5,2,2,4,2,1,4,2,5,2,5,2,4,51,
0,Male,Loyal Customer,37,Personal Travel,Eco,2475,2,5,2,2,2,2,2,2,5,5,5,4,5,2,0,0
0,Male,Loyal Customer,46,Personal Travel,Business,776,2,5,2,2,3,5,4,2,2,2,2,3,2,4,6,4
0,Male,Loyal Customer,36,Personal Travel,Eco,1594,2,5,2,2,1,2,1,1,3,5,5,4,4,1,84,70
0,Male,Loyal Customer,60,Personal Travel,Business,786,2,5,2,2,3,1,2,3,3,2,3,1,3,3,28,41
0,Male,Loyal Customer,26,Personal Travel,Eco,2149,2,5,2,2,1,2,1,1,5,4,5,4,4,1,63,72
0,Male,Loyal Customer,15,Personal Travel,Eco,1867,2,5,2,2,2,2,2,2,5,3,1,4,3,2,0,8
0,Male,Loyal Customer,38,Personal Travel,Eco,2043,2,5,2,2,3,2,3,3,5,4,4,5,5,3,37,25
0,Male,Loyal Customer,58,Personal Travel,Eco,1850,2,5,2,2,2,2,2,2,3,3,5,3,4,2,0,0
0,Male,Loyal Customer,67,Personal Travel,Eco,2028,2,5,2,2,2,2,2,2,5,4,5,3,4,2,2,0
0,Male,Loyal Customer,39,Personal Travel,Eco Plus,1844,2,5,2,2,2,2,2,2,4,5,4,3,5,2,51,79
0,Female,Loyal Customer,32,Personal Travel,Eco,2647,2,5,2,2,2,4,3,2,1,4,3,3,3,3,119,142
0,Male,Loyal Customer,19,Personal Travel,Business,1606,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,0
0,Male,Loyal Customer,35,Personal Travel,Eco,2458,2,5,2,2,3,2,3,3,3,2,4,3,4,3,18,27
0,Male,Loyal Customer,43,Personal Travel,Eco,2182,2,5,2,2,2,2,2,2,4,3,2,5,5,2,48,37
0,Male,Loyal Customer,56,Personal Travel,Eco,1571,2,5,2,2,3,2,3,3,5,4,5,4,5,3,5,0
0,Male,Loyal Customer,50,Personal Travel,Eco,2286,2,5,2,2,1,2,1,1,4,4,5,4,4,1,0,20
0,Male,Loyal Customer,37,Personal Travel,Eco,2508,2,5,2,2,2,4,4,4,5,5,4,4,3,4,174,161
0,Male,Loyal Customer,67,Personal Travel,Eco,2010,2,5,2,2,3,2,3,3,3,5,4,5,5,3,48,38
